"ID","name","age","Sex","Civil Status","Having Degree","JOB ROLE","Department","Work From","Work To","Tenure(Years)","Salary(Rs)","Bonus","Claims","Worked Prject","NoOfLeaves","Distance(km)","NonSchoolGoingDep","NoOfChildren","NoOfComplaints","Reason to Leave","Churn"
"E004025","C.Z.Y.De Vaas","34","Female","Single","Yes","Accountant","Financial","2009-06-15","2013-10-06","4","90700.0","6625","2564","Trico","15","52.968","0","0","5","Travelling Problem","1"
"E004026","T.R.J.Karunarathna","39","Female","Single","No","Junior Business Analyst","Financial","1978-05-06","2001-01-19","23","22500.0","321","7386","New York Life","5","82.475","0","0","5","Travelling Problem","1"
"E004027","D.Kapukotuwa","50","Female","Married","Yes","IT Project Leader","IT","1983-08-24","1998-10-13","15","78300.0","8035","5872","Covance","20","85.956","5","5","2","Lack of benefits","1"
"E004028","O.H.Motha","33","Female","Married","No","Sales Executive","Financial","1983-05-24","1985-06-02","2","31500.0","730","5082","Trico","7","14.11","2","0","2","Lack of benefits","1"
"E004029","Z.U.N.Gunarathna","45","Male","Married","No","","","1971-09-12","1974-12-13","3","0.0","0","4907","Covance","20","10.551","1","2","7","Personal Reason","1"
"E004030","L.C.C.Sarathchandra","40","Male","Single","Yes","System Admin","IT","1984-06-06","2000-02-16","16","58700.0","1113","5591","CAT Migration","7","6.243","1","0","3","","0"
"E004031","P.Y.O.Y.Seram","20","Male","Single","Yes","System Admin","IT","1970-03-07","1975-02-11","5","58700.0","2094","8021","Interplan","17","9.587","0","0","0","","0"
"E004032","Q.Abdulla","36","Male","Single","No","Sales Executive","Financial","1992-05-02","1997-12-28","5","31500.0","692","3807","Budget Management Centre","4","59.169","1","0","5","Personal Reason","1"
"E004033","J.Senarathna","47","Male","Married","No","Junior Designer","Software","1978-09-24","1979-08-18","1","30600.0","523","5914","Budget Management Centre","6","24.423","4","3","4","Personal Reason","1"
"E004034","D.N.Perera","41","Female","Married","No","Junior Designer","Software","2006-09-29","2013-11-30","7","30600.0","521","1235","Interplan","20","22.697","3","1","1","Lack of benefits","1"
"E004035","T.Y.Kapukotuwa","36","Female","Single","No","Junior Designer","Software","1987-09-13","2003-11-08","16","30600.0","643","3242","Trico","5","45.214","2","0","4","Travelling Problem","1"
"E004036","C.C.G.L.B.Anand","24","Male","Single","No","IT Trainee","IT","1981-03-14","2000-10-08","19","20500.0","309","4923","Interplan","18","10.329","2","0","2","Left the country","1"
"E004037","A.Senarathna","40","Male","Married","No","","","1992-08-16","2003-02-28","11","0.0","0","2909","Claim Administration System Migration","19","66.757","3","3","0","","0"
"E004038","F.Y.Rodrigo","23","Female","Single","No","IT Trainee","IT","1973-01-28","1983-01-26","10","20500.0","339","3329","Budget Management Centre","17","6.04","1","0","0","","0"
"E004039","B.L.H.De Vaas","41","Female","Single","No","Developer Intern","Software","2005-07-24","2009-06-30","4","27600.0","392","1465","Budget Management Centre","7","48.134","1","0","4","Travelling Problem","1"
"E004040","X.H.C.E.Darwin","46","Female","Single","Yes","Accountant","Financial","1980-07-18","1994-06-26","14","90700.0","9657","9909","Covance","9","95.966","1","0","4","Travelling Problem","1"
"E004041","B.A.Senarathna","29","Female","Single","No","Sales Executive","Financial","1977-03-16","1982-01-07","5","31500.0","649","9304","Incident Management System","17","19.342","0","0","5","Travelling Problem","1"
"E004042","H.Pathirana","45","Male","Single","No","Developer Intern","Software","1971-01-23","2011-11-25","40","27600.0","333","6889","Btaf","1","62.764","1","0","1","Personal Reason","1"
"E004043","T.C.A.Madasekera","47","Female","Single","No","Developer Intern","Software","2004-11-01","2011-02-01","7","27600.0","323","3789","CAT Migration","4","59.485","1","0","3","Travelling Problem","1"
"E004044","P.F.Samarasinghe","27","Female","Single","Yes","Tech Lead","Software","2000-06-15","2002-06-05","2","75000.0","2569","8199","Btaf","0","2.637","2","0","8","Personal Reason","1"
"E004045","Q.X.Q.Kapugedara","22","Male","Married","No","IT Trainee","IT","1994-12-02","2002-08-02","8","20500.0","349","5606","Ethna","15","32.752","4","1","1","Low salary and Lack of benefits","1"
"E004046","W.F.I.T.M.Abdulla","34","Male","Married","Yes","Tech Lead","Software","2008-04-03","2011-08-19","3","75000.0","1975","6669","Claim Administration System Migration","15","13.14","2","1","3","","0"
"E004047","U.Y.D.X.Jayasuriya","31","Male","Single","Yes","Tech Lead","Software","2000-06-20","2009-12-14","9","75000.0","2650","6292","Ethna","15","32.877","2","0","4","Personal Reason","1"
"E004048","R.X.N.Silva","37","Female","Single","No","Software Tester","Software","2006-05-02","2013-06-08","7","20500.0","346","3689","Risk Management System","6","60.311","1","0","5","Travelling Problem","1"
"E004049","S.K.T.I.L.Mendis","35","Female","Single","Yes","System Analyst","Planning","1987-01-03","2005-01-03","18","91250.0","7903","3383","CAT Migration","9","82.228","2","0","3","Travelling Problem","1"
"E004050","N.H.B.N.George","30","Female","Single","Yes","System Analyst","Planning","1999-07-08","2014-01-01","15","91250.0","12057","6914","Ethna","20","16.608","0","0","4","Travelling Problem","1"
"E004051","T.C.L.X.Soris","33","Female","Single","No","Sales Executive","Financial","1985-02-12","1993-05-14","8","31500.0","591","9302","Claim Administration System Migration","6","2.068","2","0","3","","0"
"E004052","H.G.Motha","25","Female","Single","No","Junior Business Analyst","Financial","1976-10-21","2008-01-20","32","22500.0","359","6666","Budget Management Centre","16","73.189","1","0","4","Travelling Problem","1"
"E004053","B.Q.Fernando","45","Female","Married","Yes","System Analyst","Planning","2000-04-14","2007-03-06","7","91250.0","18367","5529","New York Life","4","13.997","1","0","5","Travelling Problem","1"
"E004054","R.V.Seram","40","Female","Single","Yes","Accountant","Financial","1978-06-13","1998-07-27","20","90700.0","11754","7945","Incident Management System","1","46.52","1","0","3","Travelling Problem","1"
"E004055","N.J.Samararathna","27","Female","Single","No","Software Tester","Software","1980-09-07","1982-12-10","2","20500.0","343","7406","Interplan","16","11.377","1","0","4","Travelling Problem","1"
"E004056","T.P.Jayawardena","28","Female","Single","No","IT","IT","1984-09-15","2007-02-01","23","20500.0","334","4642","Risk Management System","11","37.033","0","0","5","Travelling Problem","1"
"E004057","K.W.I.De Vaas","21","Female","Married","Yes","Software Architecturer","Planning","1981-12-25","2006-08-09","25","80400.0","2934","4248","Budget Management Centre","7","14.026","1","4","8","Personal Reason","1"
"E004058","K.V.X.N.C.Kapugedara","34","Female","Single","No","IT Trainee","IT","1974-10-21","1996-03-06","22","20500.0","222","1698","Risk Management System","1","92.747","0","0","3","Travelling Problem","1"
"E004059","A.I.U.O.Senarathna","39","Male","Single","No","Junior Designer","Software","1975-07-17","2008-10-21","33","30600.0","601","2954","Claim Administration System Migration","6","62.905","2","0","3","","0"
"E004060","P.S.N.Nanadasiri","29","Female","Married","No","","","1971-10-14","1996-05-29","25","0.0","0","4276","Ethna","18","17.452","0","2","3","Lack of benefits","1"
"E004061","O.I.Y.K.Senarathna","22","Female","Single","No","IT","IT","2007-02-05","2010-02-20","3","20500.0","400","6939","Telemar","1","83.601","2","0","3","","0"
"E004062","T.H.G.Wijepala","28","Female","Single","No","Software Tester","Software","1995-05-09","1997-06-21","2","20500.0","251","2186","Trico","0","80.605","1","0","4","Travelling Problem","1"
"E004063","S.Viswanathan","45","Female","Single","Yes","","","1972-02-03","1974-04-18","2","0.0","0","8678","New York Life","3","54.525","1","0","4","Travelling Problem","1"
"E004064","M.E.Rodrigo","21","Female","Single","No","IT Officer - Intern","IT","1987-10-09","2005-07-05","18","25400.0","382","9784","Ethna","4","75.083","0","0","2","Personal Reason","1"
"E004065","D.C.U.Viswanathan","32","Male","Single","No","IT Officer - Intern","IT","1987-07-21","1999-01-08","12","25400.0","341","5438","Claim Administration System Migration","2","49.127","0","0","1","","0"
"E004066","I.H.V.Z.P.Rajakaruna","21","Male","Married","Yes","Tech Lead","Software","1975-05-04","1983-04-03","8","75000.0","6562","7338","CAT Migration","11","32.425","2","2","4","Personal Reason","1"
"E004067","E.U.Mendis","49","Male","Single","No","Software Tester","Software","1973-08-25","2008-07-17","35","20500.0","457","3462","Risk Management System","9","95.847","2","0","2","","0"
"E004068","P.C.Z.Karunarathna","35","Female","Single","No","IT Trainee","IT","2007-09-27","2011-10-07","4","20500.0","373","7445","Ethna","1","88.476","0","0","4","Travelling Problem","1"
"E004069","R.U.O.Daniel","30","Female","Married","No","Software Engineering Intern","Software","1995-08-27","2001-09-22","6","26700.0","304","2123","New York Life","6","85.969","1","0","3","Travelling Problem","1"
"E004070","K.P.Warnapura","48","Male","Single","No","IT Trainee","IT","1975-01-24","1977-04-19","2","20500.0","264","1709","Telemar","17","45.344","2","0","3","Personal Reason","1"
"E004071","A.U.J.Arafat","38","Male","Married","Yes","Senior Business Analyst","Financial","1992-10-20","2005-06-04","13","72300.0","3210","8176","Covance","13","75.868","0","4","8","Personal Reason","1"
"E004072","D.I.Rajapaksha","50","Female","Single","No","","","1999-06-28","2002-05-27","3","0.0","0","9242","Trico","0","64.002","0","0","5","Travelling Problem","1"
"E004073","H.Viswanathan","34","Male","Single","Yes","System Analyst","Planning","2008-01-22","2014-07-28","6","91250.0","11771","2114","Covance","0","1.584","2","0","3","","0"
"E004074","T.N.Madasekera","31","Female","Single","No","IT","IT","2001-07-07","2011-09-25","10","20500.0","478","5726","Telemar","14","82.614","2","0","4","Travelling Problem","1"
"E004075","M.U.V.C.Senanayake","47","Female","Single","Yes","HR Manager","HR","1983-11-22","1999-04-08","16","58700.0","2347","9199","Budget Management Centre","1","70.531","2","0","5","Travelling Problem","1"
"E004076","O.C.D.H.N.Karunasena","30","Female","Single","No","IT Officer - Intern","IT","1990-01-31","1994-05-10","4","25400.0","364","9916","Budget Management Centre","10","22.216","1","0","4","Travelling Problem","1"
"E004077","C.R.O.Perera","20","Female","Single","No","","","1997-05-09","2014-03-03","17","0.0","0","1772","Covance","6","14.627","2","0","5","Personal Reason","1"
"E004078","H.G.N.Wijepala","37","Female","Single","Yes","IT Manager","IT","1973-01-09","2005-08-21","32","73500.0","1833","9288","CAT Migration","9","17.196","1","0","5","Travelling Problem","1"
"E004079","O.Seram","38","Female","Single","No","Sales Executive","Financial","1997-11-14","2002-02-06","5","31500.0","729","3959","New York Life","12","88","1","0","4","Travelling Problem","1"
"E004080","N.L.M.Senanayake","22","Female","Single","No","Software Tester","Software","2006-06-16","2011-06-03","5","20500.0","275","5711","Telemar","4","40.984","0","0","2","","0"
"E004081","E.W.D.De Vaas","38","Female","Married","Yes","","","1987-03-03","2014-04-14","27","0.0","0","5409","Hazard Management System","9","75.213","2","3","3","Lack of benefits","1"
"E004082","W.O.Zoysa","25","Female","Single","No","IT","IT","1999-02-12","2007-07-02","8","20500.0","393","2914","Claim Administration System Migration","16","69.873","0","0","3","Travelling Problem","1"
"E004083","V.W.G.Jayawardena","38","Male","Single","No","Junior Designer","Software","1977-08-07","1997-11-24","20","30600.0","697","7429","Interplan","2","79.046","1","0","2","","0"
"E004084","I.Y.Anand","29","Female","Single","Yes","IT App Man","IT","1971-09-11","2009-07-01","38","53000.0","1961","5100","Incident Management System","5","5.619","1","0","2","","0"
"E004085","Y.Arafat","30","Female","Married","No","IT","IT","2002-05-21","2007-08-31","5","20500.0","472","5814","Incident Management System","13","16.38","3","1","1","Lack of benefits","1"
"E004086","T.X.O.Rajakaruna","28","Male","Married","No","Software Tester","Software","1970-07-06","1993-04-01","23","20500.0","240","6102","Hazard Management System","8","1.584","1","4","4","Low salary and Lack of benefits","1"
"E004087","P.P.S.V.Zoysa","33","Female","Single","Yes","Software Engineer","IT","1973-02-10","1996-09-17","23","88550.0","11406","8221","Budget Management Centre","0","47.124","2","0","4","Travelling Problem","1"
"E004088","S.P.George","24","Male","Single","No","IT","IT","1980-12-23","2013-12-20","33","20500.0","424","7633","CAT Migration","10","36.037","2","0","1","Left the country","1"
"E004089","H.H.T.L.O.Rajakaruna","25","Female","Single","No","IT Officer - Intern","IT","1985-12-23","2008-07-24","23","25400.0","306","1751","Covance","16","9.164","2","0","4","Personal Reason","1"
"E004090","W.K.K.Motha","36","Male","Single","No","Junior Business Analyst","Financial","1972-07-30","2004-09-23","32","22500.0","359","2931","Hazard Management System","15","49.429","0","0","1","","0"
"E004091","E.C.S.Arafat","45","Female","Single","No","","","1998-07-07","2000-08-02","2","0.0","0","3292","Incident Management System","6","27.574","1","0","4","Travelling Problem","1"
"E004092","U.L.Viswanathan","48","Female","Single","No","IT Trainee","IT","2005-04-18","2014-02-18","9","20500.0","367","4342","Claim Administration System Migration","16","8.762","2","0","2","","0"
"E004093","X.M.T.U.De Vaas","20","Male","Single","No","Sales Executive","Financial","1998-01-18","2007-03-02","9","31500.0","738","9549","Btaf","16","15.29","2","0","2","Personal Reason","1"
"E004094","Q.Bandaranayake","45","Male","Married","No","Software Engineering Intern","Software","1996-11-12","2013-09-06","17","26700.0","516","1071","New York Life","15","98.206","4","2","3","Personal Reason","1"
"E004095","Z.L.G.Abdulla","34","Female","Single","No","IT","IT","1972-04-08","2003-11-27","31","20500.0","324","5880","Incident Management System","14","79.006","2","0","5","Travelling Problem","1"
"E004096","Y.E.Z.Jayasuriya","29","Female","Single","No","Junior Business Analyst","Financial","2003-11-15","2007-01-23","4","22500.0","383","9221","Trico","4","7.982","1","0","0","","0"
"E004097","S.Q.H.Premasiri","39","Female","Single","Yes","IT Manager","IT","1988-08-15","1999-02-27","11","73500.0","6558","9216","Trico","17","36.561","1","0","5","Travelling Problem","1"
"E004098","U.U.I.Gunarathna","28","Female","Married","No","Software Tester","Software","2004-03-12","2008-01-20","4","20500.0","292","6970","Trico","5","91.515","2","2","3","Lack of benefits","1"
"E004099","T.C.Darwin","39","Female","Married","No","Junior Business Analyst","Financial","1997-11-15","2003-01-25","6","22500.0","377","8546","CAT Migration","12","45.292","4","2","2","Lack of benefits","1"
"E004100","Q.Sarathchandra","30","Female","Single","Yes","IT Manager","IT","1992-03-16","2009-07-17","17","73500.0","11766","8871","Telemar","10","46.713","1","0","4","Travelling Problem","1"
"E004101","X.Jayawardena","32","Female","Single","No","Software Engineering Intern","Software","2002-08-09","2003-09-27","1","26700.0","306","6351","Incident Management System","10","90.678","1","0","3","Travelling Problem","1"
